query_id,generation_length,gen_len_budget,coverage,lmcache_offload_gb,compute_cost,comm_mem_cost,gpu_mem_cost,total_cost
2,[3870],12288,0.0,3.7870959294435704,68.14301250815998,8.514527778167979e-08,343.7182346515764,411.8612472448816
3,[3865],12288,0.0,0.4460497497191074,68.06067161472,1.0028536522934692e-08,343.686347034495,411.7470186592435
0,[3813],14336,1.0,1.318886987333628,67.203452203776,2.9652536136221958e-08,343.2914951377177,410.4949473711462
1,[3840],14336,0.0,5.496086730615391,67.64874596351999,1.2356851796442585e-07,343.510911809994,411.1596578970825
2,[3870],14336,0.0,5.983621031671755,68.14301250815998,1.3452975165507606e-07,343.71823465094093,411.86124729363064
3,[3865],14336,0.0,7.743326886230259,68.06067161472,1.740932183831149e-07,343.6863470323839,411.7470188211971
0,[3813],16384,1.0,2.6740203292914004,67.203452203776,6.011999906345855e-08,343.2914951373256,410.4949474012216
1,[3840],16384,0.0,3.0266316776754643,67.64874596351999,6.804776000917746e-08,343.5109118107084,411.15965784227615
2,[3870],16384,0.0,3.8094909090788827,68.14301250815998,8.564878410882052e-08,343.71823465156984,411.8612472453786
3,[3865],16384,0.0,1.596823736765857,68.06067161472,3.5901388073706765e-08,343.686347034162,411.74701868478337
0,[3813],18432,1.0,1.1263798921502262,67.203452203776,2.5324399115213534e-08,343.2914951377733,410.4949473668737
1,[3840],18432,0.0,3.8580689171848768,67.64874596351999,8.674096346506759e-08,343.51091181046786,411.1596578607288
2,[3870],18432,0.0,1.8925838575019847,68.14301250815998,4.2550962868217125e-08,343.71823465212447,411.86124720283544
3,[3865],18432,0.0,5.391530557991832,68.06067161472,1.2121778153533035e-07,343.68634703306424,411.747018769002
0,[3813],20480,1.0,3.553500159091413,67.203452203776,7.989334407685224e-08,343.2914951370712,410.4949474207405
1,[3840],20480,0.0,6.678157748856916,67.64874596351999,1.5014502066755005e-07,343.510911809652,411.159657923317
2,[3870],20480,0.0,5.632094305817768,68.14301250815998,1.266263762777009e-07,343.7182346510426,411.861247285829
3,[3865],20480,0.0,2.567696466918125,68.06067161472,5.77295196657202e-08,343.6863470338812,411.7470187063307
0,[3813],22528,1.0,6.674852431022089,67.203452203776,1.500707072066696e-07,343.2914951361682,410.49494749001485
1,[3840],22528,0.0,6.457638424224735,67.64874596351999,1.451870846918447e-07,343.5109118097159,411.15965791842297
2,[3870],22528,0.0,3.1610791943383783,68.14301250815998,7.107054352630976e-08,343.7182346517575,411.861247230988
3,[3865],22528,0.0,2.3777920210489287,68.06067161472,5.3459898009243066e-08,343.6863470339361,411.747018702116
0,[3813],24576,1.0,5.4917144814023064,67.203452203776,1.2347021668536805e-07,343.29149513651043,410.49494746375666
1,[3840],24576,0.0,1.2040446205135475,67.64874596351999,2.707053520300609e-08,343.5109118112357,411.15965780182626
2,[3870],24576,0.0,1.679274799553356,68.14301250815998,3.7755135318358104e-08,343.71823465218625,411.86124719810135
3,[3865],24576,0.0,0.15816193103294357,68.06067161472,3.5559546954136704e-09,343.68634703457826,411.7470186528542
0,[3813],26624,1.0,6.316702582266894,67.203452203776,1.4201842415710658e-07,343.2914951362718,410.4949474820662
1,[3840],26624,0.0,5.352321767077053,67.64874596351999,1.2033625028919339e-07,343.5109118100356,411.15965789389185
2,[3870],26624,0.0,5.670806491148047,68.14301250815998,1.2749674234048155e-07,343.7182346510314,411.8612472866881
3,[3865],26624,0.0,6.2677593450735465,68.06067161472,1.4091803335528856e-07,343.6863470328107,411.7470187884487
0,[3813],28672,1.0,3.725434626752886,67.203452203776,8.375894671328513e-08,343.2914951370215,410.49494742455647
1,[3840],28672,0.0,4.593055448027861,67.64874596351999,1.032656656380104e-07,343.51091181025527,411.1596578770409
2,[3870],28672,0.0,1.204396285208494,68.14301250815998,2.707844168034257e-08,343.71823465232364,411.86124718756207
3,[3865],28672,0.0,1.0047875809341902,68.06067161472,2.2590639182143395e-08,343.6863470343333,411.74701867164396
0,[3813],30720,1.0,5.380383398144726,67.203452203776,1.209671599404879e-07,343.29149513654266,410.49494746128585
1,[3840],30720,0.0,3.821660028530747,67.64874596351999,8.592238242145678e-08,343.5109118104784,411.15965785992074
2,[3870],30720,0.0,4.565365241201391,68.14301250815998,1.0264310671793087e-07,343.7182346513512,411.86124726215434
3,[3865],30720,0.0,6.143490973586602,68.06067161472,1.381241075591476e-07,343.6863470328467,411.7470187856908
0,[3813],32768,1.0,5.114274728004667,67.203452203776,1.1498423870972893e-07,343.2914951366197,410.49494745537993
1,[3840],32768,0.0,4.473277265198167,67.64874596351999,1.005726927534504e-07,343.5109118102899,411.15965787438256
2,[3870],32768,0.0,4.517736569888767,68.14301250815998,1.0157227130080913e-07,343.718234651365,411.8612472610972
3,[3865],32768,0.0,2.5012057746946366,68.06067161472,5.623460943245951e-08,343.6863470339004,411.747018704855
